avg_type,id,pos,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,pos_ecr.x,sd_ecr.x,pos_ecr.y,sd_ecr.y
weighted,13637,WR,0.188,,0.001,,,-45.5090391959799,,,518,,,189,2,,,,
weighted,16066,WR,0.188,,0,,,-45.5090391959799,,,518,,,189,2,,,,
weighted,16349,WR,0.188,,0,,,-45.5090391959799,,,518,,,189,2,,,,
weighted,15491,WR,0.187,,0.002,,,-45.5100391959799,,,519,,,190,2,,,,
weighted,15841,WR,0.185,,0.002,,,-45.5120391959799,,,520,,,191,2,,,,
weighted,16413,WR,0.185,,0,,,-45.5120391959799,,,520,,,191,2,,,,
weighted,13634,WR,0.183,,0.002,,,-45.5140391959799,,,521,,,192,2,,,,
weighted,15497,WR,0.183,,0,,,-45.5140391959799,,,521,,,192,2,,,,
weighted,15775,WR,0.181,,0.001,,,-45.5160391959799,,,522,,,193,2,,,,
weighted,15780,WR,0.181,,0,,,-45.5160391959799,,,522,,,193,2,,,,
weighted,13895,WR,0.18,,0.001,,,-45.5170391959799,,,523,,,194,2,,,,
weighted,15303,WR,0.18,,0,,,-45.5170391959799,,,523,,,194,2,,,,
weighted,15286,WR,0.179,,0.001,,,-45.5180391959799,,,524,,,195,2,,,,
weighted,15296,WR,0.179,,0,,,-45.5180391959799,,,524,,,195,2,,,,
weighted,15900,WR,0.179,,0,,,-45.5180391959799,,,524,,,195,2,,,,
weighted,14853,WR,0.178,,0.001,,,-45.5190391959799,,,525,,,196,2,,,,
weighted,16203,WR,0.178,,0,,,-45.5190391959799,,,525,,,196,2,,,,
weighted,16453,WR,0.178,,0,,,-45.5190391959799,,,525,,,196,2,,,,
weighted,14549,WR,0.177,,0.001,,,-45.5200391959799,,,526,,,197,2,,,,
weighted,15767,WR,0.176,,0.001,,,-45.5210391959799,,,527,,,198,2,,,,
weighted,16198,WR,0.176,,0,,,-45.5210391959799,,,527,,,198,2,,,,
weighted,15589,WR,0.175,,0.001,,,-45.5220391959799,,,528,,,199,2,,,,
weighted,15027,WR,0.174,,0.001,,,-45.5230391959799,,,529,,,200,2,,,,
weighted,16299,WR,0.174,,0,,,-45.5230391959799,,,529,,,200,2,,,,
weighted,15434,WR,0.173,,0.000999999999999973,,,-45.5240391959799,,,530,,,201,2,,,,
weighted,15478,WR,0.173,,0,,,-45.5240391959799,,,530,,,201,2,,,,
weighted,16005,WR,0.173,,0,,,-45.5240391959799,,,530,,,201,2,,,,
weighted,16205,WR,0.173,,0,,,-45.5240391959799,,,530,,,201,2,109.5,2.5,109.5,2.5
weighted,14131,WR,0.172,,0.001,,,-45.5250391959799,,,531,,,202,2,,,,
weighted,14267,WR,0.172,,0,,,-45.5250391959799,,,531,,,202,2,,,,
weighted,15535,WR,0.172,,0,,,-45.5250391959799,,,531,,,202,2,,,,
weighted,16354,WR,0.172,,0,,,-45.5250391959799,,,531,,,202,2,,,,
weighted,15467,WR,0.171,,0.002,,,-45.5260391959799,,,532,,,203,2,,,,
weighted,14533,WR,0.169,,0.001,,,-45.5280391959799,,,533,,,204,2,,,,
weighted,15984,WR,0.169,,0,,,-45.5280391959799,,,533,,,204,2,,,,
weighted,16423,WR,0.169,,0,,,-45.5280391959799,,,533,,,204,2,,,,
weighted,15425,WR,0.168,,0.001,,,-45.5290391959799,,,534,,,205,2,,,,
weighted,15772,WR,0.168,,0,,,-45.5290391959799,,,534,,,205,2,,,,
weighted,15993,WR,0.168,,0,,,-45.5290391959799,,,534,,,205,2,,,,
weighted,15792,WR,0.167,,0.003,,,-45.5300391959799,,,535,,,206,2,,,,
weighted,15995,WR,0.167,,0,,,-45.5300391959799,,,535,,,206,2,,,,
weighted,12257,WR,0.164,,0.001,,,-45.5330391959799,,,536,,,207,2,,,,
weighted,14555,WR,0.163,,0.001,,,-45.5340391959799,,,537,,,208,2,,,,
weighted,15996,WR,0.162,,0.001,,,-45.5350391959799,,,538,,,209,2,,,,
weighted,15034,WR,0.161,,0.002,,,-45.5360391959799,,,539,,,210,2,,,,
weighted,16037,WR,0.159,,0.001,,,-45.5380391959799,,,540,,,211,2,,,,
weighted,16202,WR,0.159,,0,,,-45.5380391959799,,,540,,,211,2,,,,
weighted,15407,WR,0.158,,0.001,,,-45.5390391959799,,,541,,,212,2,,,,
weighted,14110,WR,0.157,,0.002,,,-45.5400391959799,,,542,,,213,2,,,,
weighted,13488,WR,0.155,,0.034,,,-45.5420391959799,,,543,,,214,2,,,,
weighted,16193,WR,0.121,,0.043,,,-45.5760391959799,,,544,,,215,2,,,,
weighted,13863,WR,0.078,,0.068,,,-45.6190391959799,,,545,,,216,2,,,,
weighted,14850,WR,0.01,,0,,,-45.6870391959799,,,546,,,217,2,,,,
weighted,11244,TE,60.793951758794,89.3580764208059,3.22641608040202,7.85238926924808,156.990277026927,23.7966884422111,4.33197371715836,61.7127043198521,26,26,23,1,1,2,1,2,1
weighted,13671,TE,57.567535678392,84.0001786810612,6.54933869346733,7.7538311688644,147.997183486375,20.570272361809,4.23341561677468,52.7196107793006,33,29,28,2,1,1.5,0.5,1.5,0.5
weighted,13299,TE,51.0181969849246,73.6408845462898,0.744241561447666,7.11680443320676,130.300301650234,14.0209336683417,3.59638888111704,35.0227289431591,50,34,47,3,1,5,1,5,1
weighted,14138,TE,50.273955423477,62.8137095863634,4.03104889081364,6.1608828249338,92.5892048338733,13.276692106894,2.64046727284407,-2.68836787320129,55,51,106,4,1,,,,
weighted,15794,TE,46.2429065326633,65.685546990105,0.659702512562809,6.53596417612937,116.968495910542,9.2456432160804,3.01554862403965,21.6909232034674,65,45,63,5,1,5.5,0.5,5.5,0.5
weighted,15329,TE,45.5832040201005,64.4007528652617,0.748831155778888,6.79599793834787,114.923877800977,8.58594070351759,3.27558238625815,19.6463050939026,67,38,68,6,1,7.5,0.5,7.5,0.5
weighted,13192,TE,44.8343728643216,68.1900122902855,0.173936683417097,3.40520305961971,118.257597371776,7.8371095477387,-0.115212492470014,22.9800246647018,69,108,61,7,1,8.5,0.5,8.5,0.5
weighted,15799,TE,44.6604361809045,65.5739634090193,2.7916391959799,5.71917296476829,115.254758380038,7.6631728643216,2.19875741267857,19.9771856729635,72,57,66,8,1,10,0,10,0
weighted,13674,TE,41.8687969849246,61.0254915268804,0.8206120603015,5.54535801340755,107.568214067268,4.87153366834171,2.02494246131783,12.2906413601935,82,58,77,9,1,11.5,0.5,11.5,0.5
weighted,13189,TE,41.0481849246231,60.1526421300574,3.08287537688443,5.47319833970717,105.802574071684,4.05092160804021,1.95278278761745,10.5250013646099,86,59,80,10,1,8,1,8,1
weighted,15798,TE,37.9653095477387,58.0011561227329,0.599133668341707,3.40976981913695,100.409416847683,0.968046231155775,-0.110645732952778,5.13184414060891,94,107,92,11,1,30.5,0.5,30.5,0.5
weighted,14867,TE,37.366175879397,55.2390933649862,0.368912562814067,4.66671257221274,96.8318604487952,0.368912562814067,1.14629702012302,1.55428774172066,99,73,98,12,1,17,0,17,0
weighted,13772,TE,36.9972633165829,54.8598461278888,0.179821105527637,3.91728636739956,96.0652405052645,0,0.396870815309833,0.787667798189972,103,90,99,13,1,14.5,0.5,14.5,0.5
weighted,15331,TE,36.8174422110553,54.3031753662258,0.314293622645174,4.59182918125275,95.2775727070746,-0.179821105527637,1.07141362916302,0,104,76,103,14,1,13.5,0.5,13.5,0.5
weighted,12678,TE,36.5031485884101,47.4390868430243,3.31581190499302,3.18742984332204,68.4610890568683,-0.494114728172811,-0.332985708767683,-26.8164836502063,106,129,170,15,1,,,,
weighted,12676,TE,33.1873366834171,49.8807179643492,3.25692763819096,3.19224774822452,86.8936049991608,-3.80992663316583,-0.328167803865207,-8.38396770791375,124,128,121,16,1,16,0,16,0
weighted,14861,TE,29.9304090452261,44.0547143517353,0.351612060301513,3.38015598634247,77.3645846698786,-7.06685427135679,-0.140259565747249,-17.9129880371959,149,112,141,17,1,14,1,14,1
weighted,13675,TE,29.5787969849246,44.0092716189795,1.34057386934673,3.2665937045213,76.960969244858,-7.4184663316583,-0.253821847568422,-18.3166034622165,154,120,143,18,2,23,1,23,1
weighted,15889,TE,28.2382231155779,41.1183908021759,1.40287537688443,3.52041555208972,72.5100369468738,-8.75904020100503,0,-22.7675357602008,165,103,158,19,2,28.5,1.5,28.5,1.5
weighted,13672,TE,26.8353477386935,40.3108300592443,0.383897288243013,2.48787123145898,70.2390236278979,-10.1619155778895,-1.03254432063074,-25.0385490791767,169,169,165,20,2,35,0,35,0
weighted,13246,TE,26.4514504504505,35.3178623999245,0.526553968038389,1.4069490015317,49.997925694732,-10.5458128661325,-2.11346655055802,-45.2796470123425,173,197,207,21,2,65,0,65,0
weighted,14137,TE,25.9248964824121,37.6479939901051,0.764413065326636,3.21691922337191,66.4611023767168,-11.0723668341709,-0.303496328717813,-28.8164703303577,176,123,174,22,2,19.5,0.5,19.5,0.5
weighted,13193,TE,25.1604834170854,43.061320804586,0.0284271356783954,-1.38170065277811,71.5269010951424,-11.8367798994975,-4.90211620486783,-23.7506716119321,183,275,161,23,2,26.5,0.5,26.5,0.5
weighted,15330,TE,25.132056281407,40.0479253666442,0.0938231155778873,0.8511266932411,68.2531260285581,-11.8652070351759,-2.66928885884862,-27.0244466785165,184,211,171,24,2,54,0,54,0
weighted,15802,TE,25.0382331658291,40.6607904982503,1.0046743718593,0.829358272640842,68.8132131000124,-11.9590301507538,-2.69105727944888,-26.4643596070621,187,212,168,25,2,18,0,18,0
weighted,13236,TE,24.0335587939699,37.7368638748236,0.776491457286429,0.883906241216879,64.6669607341442,-12.9637045226131,-2.63650931087284,-30.6106119729304,190,209,179,26,2,36,2,36,2
weighted,14143,TE,23.2570673366834,34.1430904093296,0.8124487180648,3.09272591050895,60.0114378199577,-13.7401959798995,-0.42768964158077,-35.2661348871169,193,136,188,27,2,33,0,33,0
weighted,15626,TE,22.4446186186186,30.2090159058517,0.307669874900029,1.0228877659006,42.5850177494212,-14.5526446979643,-2.49752778618912,-52.6925549576534,197,206,217,28,2,83,0,83,0
weighted,15797,TE,22.1369487437186,33.0077676998758,0.333751758793966,2.143191202083,57.6777473469659,-14.8603145728643,-1.37722435000673,-37.5998253601087,198,175,193,29,2,28,0,28,0
weighted,14341,TE,21.8031969849246,33.4799242575234,0.0185243122519516,1.76277343046735,57.8494471963463,-15.1940663316583,-1.75764212162238,-37.4281255107283,200,183,192,30,2,62,0,62,0
weighted,14870,TE,21.7846726726727,28.5416581158138,0.398495788250564,1.54529380138598,40.8134417030485,-15.2125906439102,-1.97512175070374,-54.4641310040261,201,189,219,31,2,68,0,68,0
weighted,13680,TE,21.3861768844221,31.5416374006786,0.775221929467154,2.14800687732688,55.3490291441907,-15.6110864321608,-1.37240867476284,-39.9285435628838,205,174,198,32,2,44,0,44,0
weighted,15873,TE,20.610954954955,24.7006540804085,1.12280018108561,3.09529786616824,37.0789204630584,-16.386308361628,-0.425117685921478,-58.1986522440161,206,135,227,33,2,39,0,39,0
weighted,15332,TE,19.4881547738693,29.4049309410876,0.788154773869344,1.44606384263878,51.1503179988561,-17.5091085427136,-2.07435170945095,-44.1272547082184,209,194,203,34,2,60,0,60,0
weighted,13988,TE,18.7,,0.445909547738701,,,-18.2972633165829,,,213,,,35,2,95,0,95,0
weighted,13676,TE,18.2540904522613,28.8134291032852,0.232684422110548,0.500827465232954,49.2788786289107,-18.7431728643216,-3.01958808685677,-45.9986940781639,216,231,209,36,2,51,0,51,0
weighted,15419,TE,18.0214060301508,26.7072888435996,0.221406030150753,1.49432065805597,46.778105903342,-18.9758572864322,-2.02609489403375,-48.4994668037326,218,190,214,37,2,66,0,66,0
weighted,15925,TE,17.8,,0.712395979899497,,,-19.1972633165829,,,219,,,38,2,,,,
weighted,11247,TE,17.0876040201005,24.9448784651893,0.218877293373776,2.17177315522008,43.9443068470006,-19.9096592964824,-1.34864239686964,-51.333265860074,222,173,215,39,2,24.5,0.5,24.5,0.5
weighted,14209,TE,16.8687267267267,25.9324340932355,0.968726726726727,-1.52040667743461,34.157921935824,-20.1285365898562,-5.04082222952433,-61.1196507712505,223,278,231,40,2,41,0,41,0
weighted,13315,TE,15.9,,0.363327327327326,,,-21.0972633165829,,,226,,,41,2,102,0,102,0
weighted,15905,TE,15.5366726726727,21.00672825549,0.248172170160112,0.640441686938229,29.5418919362344,-21.4605906439102,-2.87997386515149,-65.7356807708402,229,224,232,42,2,85,0,85,0
weighted,15337,TE,15.2885005025126,23.5372994804684,0.488500502512562,0.50070329256767,40.6287158106186,-21.7087628140704,-3.01971225952205,-54.648856896456,230,232,220,43,2,43,0,43,0
weighted,8269,TE,14.8,,0.531570570570572,,,-22.1972633165829,,,232,,,44,2,,,,
weighted,13678,TE,14.2684294294294,18.6202428689854,0.138916866615357,1.06449612704135,26.6825750759681,-22.7288338871535,-2.45591942504837,-68.5949976311065,234,205,235,45,2,107,0,107,0
weighted,13940,TE,14.1295125628141,21.1678218196143,0.374056106357612,1.43636391880145,36.9202652291967,-22.8677507537688,-2.08405163328827,-58.3573074778778,236,195,228,46,2,37,0,37,0
weighted,15800,TE,13.7554564564565,18.4929636483718,0.00163334087856981,0.641779030513515,26.0847448434206,-23.2418068601265,-2.87863652157621,-69.192827863654,239,223,236,47,2,84,0,84,0
weighted,15840,TE,13.7538231155779,20.7170222137374,1.31624954200432,0.724424508208335,36.0574597274521,-23.243440201005,-2.79599104388139,-59.2201129796225,240,218,229,48,2,32,0,32,0
weighted,15341,TE,12.4375735735736,16.7640875683707,0.0195072419152815,0.549871802677108,23.6142175179832,-24.5596897430093,-2.97054374941262,-71.6633551890914,243,229,238,49,2,88,0,88,0
weighted,14871,TE,12.4180663316583,15.5670979533971,0.312877142469102,3.1986952039296,29.1763734309393,-24.5791969849246,-0.321720348160123,-66.1011992761353,244,126,233,50,2,23.5,1.5,23.5,1.5
weighted,13763,TE,12.1051891891892,14.1789051763527,0.408945945945945,2.05068455320067,21.5582879057955,-24.8920741273937,-1.46973099888906,-73.7192848012791,245,178,241,51,2,47,0,47,0
weighted,12677,TE,11.6962432432432,14.6307464095309,0.0353723723723718,1.32133024587447,21.4505852313392,-25.3010200733397,-2.19908530621525,-73.8269874757353,246,200,242,52,2,59,0,59,0
weighted,13994,TE,11.6608708708709,13.9512167928106,0.0680150150150158,1.76782396941199,20.9621693786827,-25.336392445712,-1.75259158267774,-74.3154033283919,247,182,244,53,2,57,0,57,0
weighted,12309,TE,11.5928558558559,15.5132156724517,0.0168408408408407,0.592168781800788,21.9355415103355,-25.4044074607271,-2.92824677028894,-73.3420311967391,248,225,239,54,2,75,0,75,0
weighted,15916,TE,11.576015015015,15.3915933060876,0.850600600600602,0.661572445118636,21.8376148436789,-25.4212483015679,-2.85884310697109,-73.4399578633956,249,221,240,55,2,78,0,78,0
weighted,15344,TE,10.7254144144144,14.2955777952484,0.573969969969971,0.588175225017846,20.2562989522974,-26.2718489021685,-2.93224032707188,-75.0212737547772,252,226,245,56,2,76,0,76,0
weighted,12317,TE,10.1514444444444,13.5262456173175,0.0980660660660639,0.559751886005163,19.1694139911212,-26.8458188721385,-2.96066366608456,-76.1081587159534,255,228,246,57,2,97,0,97,0
weighted,15990,TE,10.0533783783784,13.5234171901927,0.118045045045045,0.463691506082322,19.0694622081757,-26.9438849382045,-3.0567240460074,-76.2081104988989,256,233,247,58,2,,,,
